4.4420439735404216e-05	-3.80864005364856e-05	-2.557092102506431e-06	5.856866134830972e-05
4.614117119672301e-05	-2.5576243388059083e-05	1.5493596038140822e-05	5.4983665060121536e-05
4.180439646006562e-05	-3.879130281347898e-05	1.8643461316969479e-06	5.706004314628707e-05
4.4463797166827135e-05	-1.8749346963886637e-05	6.8887493398506194e-06	4.874445750577436e-05
2.9786189088554238e-05	-2.4472361019434175e-05	5.8919772527588066e-06	3.899780647974519e-05
4.253566135048459e-05	-2.2943398334973608e-05	6.107166427682387e-06	4.871323737400122e-05
4.704351590589795e-05	-3.175318533976679e-05	1.9572021756175673e-05	6.0036832058614384e-05
4.642619887818e-05	-2.8056302426193724e-05	9.692167623143177e-06	5.510432071391018e-05
4.956188195137656e-05	-2.169715048694343e-05	2.1388900222518714e-05	5.8177586186985415e-05
4.730091768578859e-05	-1.528060056443792e-05	1.4689984936921974e-05	5.1833090058134124e-05
4.4033808535459684e-05	-3.4575625704746926e-05	1.249354431820393e-05	5.736321849969023e-05
4.053281827509636e-05	-3.0355578928720206e-05	-3.423371481403592e-06	5.075519679519955e-05
5.124551285007328e-05	-2.9961496466057724e-05	1.5321833416237496e-05	6.130703415585806e-05
3.468315662757959e-05	-4.1860587771225255e-05	9.707516710477648e-06	5.522197065380657e-05
3.12421002490737e-05	-1.979781541194825e-05	3.101322363363579e-06	3.7116580169248426e-05
4.04263039399666e-05	-9.151195854428806e-06	-4.150215545450919e-06	4.1656388764346537e-05
5.413556118583074e-05	-3.3245364193135174e-05	3.3739277114364086e-06	6.361836695044141e-05
3.012851630046498e-05	-2.3421699779646588e-05	8.443073284070124e-06	3.908438308986672e-05
4.7695930106783635e-05	-2.5403405061297235e-05	1.4399614883586764e-05	5.5924803497689155e-05
4.10979223488539e-05	-2.4578738475611317e-05	1.2774088872902212e-05	4.956138570477751e-05
3.645700758170278e-05	-2.5448842279729433e-05	1.3177824484955636e-05	4.6372535334475455e-05
4.391060656416812e-05	-2.4978406145237386e-05	1.2502837762440322e-05	5.204212807431591e-05
4.002415994364128e-05	-3.9213922718772665e-05	1.2266856629139511e-05	5.7359749700882745e-05
4.7729829248055466e-05	-1.3175901358408737e-05	1.91448434634367e-05	5.308734319868101e-05
3.53360549070203e-05	-2.6582424197840737e-05	5.402409442467615e-06	4.454714446976333e-05
2.171066830669588e-05	-1.996554260585981e-05	1.998020456994709e-05	3.5625616970470934e-05
5.124097629050084e-05	-2.9286649123605457e-05	7.184538162618992e-06	5.945555530564808e-05
4.983651729162375e-05	-1.2940693522978108e-05	8.907966048354865e-06	5.225410858231727e-05
4.53228460628452e-05	-1.8065774838760262e-05	6.0977565681241686e-06	4.9170267753239324e-05
3.198085528310912e-05	-2.4290824512718245e-05	-3.877617700709379e-06	4.0346687338363935e-05
4.419897027219122e-05	-1.9357727978785988e-05	6.703864528390113e-06	4.871562793639967e-05
6.137301897979341e-05	-2.1192702206462855e-05	1.2119252914999379e-05	6.605039270680848e-05
4.456273404684907e-05	-2.7484195243232534e-05	-1.7202546587213874e-06	5.238489791904896e-05
4.616607020579977e-05	-2.898281741181563e-05	-8.293072824017145e-06	5.513696400998089e-05
4.6624970536868204e-05	-1.755567450345552e-05	1.3975348792882869e-05	5.174359823898836e-05
5.183785583540157e-05	-4.1398944858883624e-05	4.499014494285802e-06	6.649268429278937e-05
3.5889692981072585e-05	-3.2178365017898614e-05	2.5063254724955186e-06	4.826799047893803e-05
4.145570505897922e-05	-4.0028135117609054e-05	5.174988473299891e-06	5.785851353629325e-05
5.124824338054168e-05	-2.893182772822911e-05	1.4902759630786022e-05	6.0708527818586956e-05
4.562623053061543e-05	-1.866229172264866e-05	6.994456498432555e-06	4.978911996091686e-05
3.868958810926415e-05	-2.63361823726882e-05	-5.478277671500109e-06	4.7122078225371846e-05
4.025731641377206e-05	-1.9697801917573088e-05	9.081169537239475e-06	4.5728793613942995e-05
3.3125770642072894e-05	-3.908920984940778e-05	1.311309461016208e-05	5.2888904862336846e-05
4.599991484610655e-05	-3.312088324491924e-05	1.934302395056875e-05	5.989271782382982e-05
5.3605465836881194e-05	-1.3134178288964904e-05	1.0746731277322397e-05	5.622761634697254e-05
4.8183711214733194e-05	-7.481201009795768e-06	1.7219919982380816e-05	5.171231999411139e-05
3.627957835306006e-05	-3.096930981882906e-05	-1.480650098528713e-06	4.772314198420635e-05
4.954867654305417e-05	-2.2959731722949073e-05	1.593298111401964e-05	5.688655829928285e-05
5.800127269139921e-05	-2.7879012350240373e-05	8.156497870004387e-06	6.486844703667796e-05
2.7645473210213822e-05	-3.774998504013638e-05	1.4290304761743755e-05	4.8923883428553454e-05
3.778246423280507e-05	-2.983054878313851e-05	1.6448145515823853e-05	5.087158081990491e-05
3.555625471562962e-05	-2.8454161338231643e-05	1.99527132735966e-05	4.97191845653487e-05
4.572545071823697e-05	-2.0779675196536118e-05	7.101490837158053e-06	5.072517044594031e-05
3.955796864829608e-05	-2.6280542897438863e-05	-5.770571078755893e-07	4.7495608359820485e-05
5.05541261190956e-05	-2.11527126339206e-05	1.7687875697447453e-06	5.482960449342609e-05
4.176136667410901e-05	-2.7696600682247663e-05	1.1250741408730391e-05	5.1358471726555345e-05
4.6334163926076144e-05	-2.231182702416845e-05	7.1393578764400445e-06	5.1919580148271574e-05
